3636.33	2.98615		lambda0	lambda	dummy y_value	Z	Z_max	Z_min	Z_error	weight	Z_weighted	Z_error_squared	Z	0.017466488
4547.78	1.36843													
4553.31	1.4406													
4558.83	1.40687													
4564.35	1.31637													
4569.88	1.33518													
4575.4	1.34088													
4580.93	1.31743													
4586.45	1.34933													
4591.97	1.31117													
4597.5	1.34907													
4603.02	1.31569													
4608.55	1.31065													
4614.07	1.33961													
4619.59	1.33139													
4625.12	1.29788													
4630.64	1.31312													
4636.17	1.33092													
4641.69	1.31987													
4647.21	1.28025													
4652.74	1.29683													
4658.26	1.32309													
4663.79	1.28755													
4669.31	1.29465													
4674.83	1.30184													
4680.36	1.28596													
4685.88	1.30806													
4691.4	1.26321													
4696.93	1.27582													
4702.45	1.28761													
4707.98	1.32537													
4713.5	1.30848													
4719.02	1.26015													
4724.55	1.29638													
4730.07	1.30152													
4735.6	1.26668													
4741.12	1.25898													
4746.64	1.27267													
4752.17	1.23362													
4757.69	1.25094													
4763.22	1.21897													
4768.74	1.23123													
4774.26	1.2965													
4779.79	1.2509													
4785.31	1.20031													
4790.84	1.23402													
4796.36	1.2535													
4801.88	1.25393													
4807.41	1.18188													
4812.93	1.19994													
4818.46	1.15622													
4823.98	1.17323													
4829.5	1.18602													
4835.03	1.20614													
4840.55	1.14184													
4846.08	1.15961													
4851.6	1.17239													
4857.12	1.18201													
4862.65	1.13517													
4868.17	1.11568													
4873.7	1.16172													
4879.22	1.14999													
4884.74	1.11576													
4890.27	1.13462													
4895.79	1.11549													
4901.31	1.07638													
4906.84	1.1148													
4912.36	1.11174													
4917.89	1.13674													
4923.41	1.17497													
4928.93	1.22464													
4934.46	1.34179													
4939.98	1.45007													
4945.51	1.48191													
4951.03	1.4859													
4956.55	1.32454													
4962.08	1.21238													
4967.6	1.1581													
4973.13	1.14653													
4978.65	1.12701													
4984.17	1.1472													
4989.7	1.16107													
4995.22	1.07986													
5000.75	1.07378													
5006.27	1.0607													
5011.79	1.11663													
5017.32	1.05809													
5022.84	1.07739													
5028.37	1.0385													
5033.89	1.04997													
5039.41	1.03346													
5044.94	1.01761													
5050.46	1.01586													
5055.99	1.0488													
5061.51	1.02671													
5067.03	1.00139													
5072.56	1.05504													
5078.08	1.06313													
5083.6	1.04106													
5089.13	1.05363													
5094.65	1.03248													
5100.18	1.02743													
5105.7	1.00156													
5111.22	1.02408													
5116.75	1.02155													
5122.27	0.987999													
5127.8	1.01206													
5133.32	1.01749													
5138.84	0.998005													
5144.37	1.00358													
5149.89	0.993621													
5155.42	0.990612													
5160.94	0.987752													
5166.46	0.994108													
5171.99	0.998364													
5177.51	1.00771													
5183.04	0.969191													
5188.56	0.966943													
5194.08	0.965459													
5199.61	0.984679													
5205.13	0.9983													
5210.66	0.975212													
5216.18	0.967582													
5221.7	0.978278													
5227.23	0.96345													
5232.75	0.98066													
5238.28	0.975723													
5243.8	0.9813													
5249.32	0.972063													
5254.85	0.973794													
5260.37	0.960337													
5265.9	0.923755													
5271.42	0.899088													
5276.94	0.961632													
5282.47	0.924091													
5287.99	0.905128													
5293.51	0.894533													
5299.04	0.918513													
5304.56	0.909614													
5310.09	0.926886													
5315.61	0.94383													
5321.13	0.918911													
5326.66	0.938487													
5332.18	0.942516													
5337.71	0.890282													
5343.23	0.88583													
5348.75	0.862176													
5354.28	0.893948													
5359.8	0.880837													
5365.33	0.869025													
5370.85	0.888649													
5376.37	0.89884													
5381.9	0.872815													
5387.42	0.875592													
5392.95	0.837503													
5398.47	0.885652													
5403.99	0.888591													
5409.52	0.862936													
5415.04	0.869341													
5420.57	0.87185													
5426.09	0.880403													
5431.61	0.856119													
5437.14	0.865928													
5442.66	0.863228													
5448.19	0.864969													
5453.71	0.828362													
5459.23	0.870633													
5464.76	0.860052													
5470.28	0.833871													
5475.8	0.841939													
5481.33	0.908573													
5486.85	0.825355													
5492.38	0.823359													
5497.9	0.814615													
5503.42	0.869836													
5508.95	0.854486													
5514.47	0.82781													
5520	0.807334													
5525.52	0.844445													
5531.04	0.804597													
5536.57	0.826267													
5542.09	0.833043													
5547.62	0.820063													
5553.14	0.824165													
5558.66	0.830299													
5564.19	0.81447													
5569.71	0.819563													
5575.24	0.818608													
5580.76	0.815111													
5586.28	0.824142													
5591.81	0.80157													
5597.33	0.805057													
5602.86	0.818455													
5608.38	0.793443													
5613.9	0.800416													
5619.43	0.780513													
5624.95	0.771972													
5630.48	0.794831													
5636	0.783141													
5641.52	0.772547													
5647.05	0.755717													
5652.57	0.7636													
5658.09	0.800585													
5663.62	0.752708													
5669.14	0.763934													
5674.67	0.74537													
5680.19	0.72992													
5685.71	0.723632													
5691.24	0.73855													
5696.76	0.743903													
5702.29	0.752368													
5707.81	0.738829													
5713.33	0.747517													
5718.86	0.708396													
5724.38	0.747869													
5729.91	0.712629													
5735.43	0.724963													
5740.95	0.745235													
5746.48	0.751195													
5752	0.737513													
5757.53	0.682982													
5763.05	0.698335													
5768.57	0.732358													
5774.1	0.726777													
5779.62	0.701926													
5785.15	0.742212													
5790.67	0.73346													
5796.19	0.731576													
5801.72	0.683501													
5807.24	0.707564													
5812.77	0.704877													
5818.29	0.717307													
5823.81	0.685654													
5829.34	0.674718													
5834.86	0.691552													
5840.38	0.67682													
5845.91	0.678803													
5851.43	0.677971													
5856.96	0.673794													
5862.48	0.690316													
5868	0.699727													
5873.53	0.6779													
5879.05	0.665705													
5884.58	0.693622													
5890.1	0.643904													
5895.62	0.688285													
5901.15	0.668745													
5906.67	0.62165													
5912.2	0.678192													
5917.72	0.649905													
5923.24	0.618633													
5928.77	0.637864													
5934.29	0.672597													
5939.82	0.664017													
5945.34	0.669586													
5950.86	0.702937													
5956.39	0.68634													
5961.91	0.655711													
5967.44	0.673983													
5972.96	0.734258													
5978.48	0.738981													
5984.01	0.703152													
5989.53	0.686649													
5995.06	0.68363													
6000.58	0.679354													
6006.1	0.663376													
6011.63	0.675866													
6017.15	0.673343													
6022.67	0.644561													
6028.2	0.650376													
6033.72	0.638593													
6039.25	0.643298													
6044.77	0.635409													
6050.29	0.621386													
6055.82	0.634442													
6061.34	0.641851													
6066.87	0.651825													
6072.39	0.637548													
6077.91	0.628337													
6083.44	0.629527													
6088.96	0.624705													
6094.49	0.620518													
6100.01	0.618145													
6105.53	0.633365													
6111.06	0.613606													
6116.58	0.602113													
6122.11	0.583517													
6127.63	0.617723													
6133.15	0.611811													
6138.68	0.603475													
6144.2	0.584711													
6149.73	0.616801													
6155.25	0.559477													
6160.77	0.574754													
6166.3	0.57979													
6171.82	0.564845													
6177.35	0.593322													
6182.87	0.563528													
6188.39	0.603896													
6193.92	0.582253													
6199.44	0.606612													
6204.96	0.611896													
6210.49	0.582687													
6216.01	0.559304													
6221.54	0.568001													
6227.06	0.532256													
6232.58	0.556975													
6238.11	0.563683													
6243.63	0.567529													
6249.16	0.577383													
6254.68	0.571684													
6260.2	0.538741													
6265.73	0.541916													
6271.25	0.554937													
6276.78	0.533636													
6282.3	0.534413													
6287.82	0.512999													
6293.35	0.525466													
6298.87	0.542517													
6304.4	0.526735													
6309.92	0.558659													
6315.44	0.541834													
6320.97	0.566264													
6326.49	0.559988													
6332.02	0.56681													
6337.54	0.563867													
6343.06	0.557228													
6348.59	0.549209													
6354.11	0.524249													
6359.64	0.532833													
6365.16	0.520577													
6370.68	0.541881													
6376.21	0.538593													
6381.73	0.537253													
6387.25	0.551514													
6392.78	0.547801													
6398.3	0.518973													
6403.83	0.536075													
6409.35	0.556825													
6414.87	0.561751													
6420.4	0.543074													
6425.92	0.551798													
6431.45	0.522749													
6436.97	0.528882													
6442.49	0.514209													
6448.02	0.538425													
6453.54	0.552025													
6459.07	0.521256													
6464.59	0.528264													
6470.11	0.531237													
6475.64	0.53274													
6481.16	0.563783													
6486.69	0.545112													
6492.21	0.51522													
6497.73	0.508147													
6503.26	0.504024													
6508.78	0.512483													
6514.31	0.521892													
6519.83	0.512293													
6525.35	0.48656													
6530.88	0.524381													
6536.4	0.488412													
6541.93	0.453359													
6547.45	0.512414													
6552.97	0.534045													
6558.5	0.50001													
6564.02	0.501564													
6569.54	0.500362													
6575.07	0.478034													
6580.59	0.504922													
6586.12	0.469849													
6591.64	0.511985													
6597.16	0.485458													
6602.69	0.470796													
6608.21	0.485133													
6613.74	0.474046													
6619.26	0.483466													
6624.78	0.497337													
6630.31	0.528234													
6635.83	0.51392													
6641.36	0.550173													
6646.88	0.565296													
6652.4	0.596907													
6657.93	0.731019													
6663.45	0.896398													
6668.98	1.07661													
6674.5	1.14554													
6680.02	0.946252													
6685.55	0.710276													
6691.07	0.6148													
6696.6	0.576645													
6702.12	0.536345													
6707.64	0.532138													
6713.17	0.504505													
6718.69	0.516258													
6724.22	0.532978													
6729.74	0.474134													
6735.26	0.463466													
6740.79	0.475951													
6746.31	0.483683													
6751.83	0.508014													
6757.36	0.477544													
6762.88	0.457761													
6768.41	0.478105													
6773.93	0.474331													
6779.45	0.467162													
6784.98	0.483963													
6790.5	0.503618													
6796.03	0.474304													
6801.55	0.455772													
6807.07	0.460388													
6812.6	0.430995													
6818.12	0.444602													
6823.65	0.446086													
6829.17	0.446323													
6834.69	0.418427													
6840.22	0.44272													
6845.74	0.43887													
6851.27	0.440325													
6856.79	0.464981													
6862.31	0.456356													
6867.84	0.395685													
6873.36	0.315648													
6878.89	0.323433													
6884.41	0.361197													
6889.93	0.363672													
6895.46	0.383128													
6900.98	0.381855													
6906.51	0.375394													
6912.03	0.402714													
6917.55	0.428731													
6923.08	0.419661													
6928.6	0.401279													
6934.12	0.434636													
6939.65	0.403163													
6945.17	0.422467													
6950.7	0.432379													
6956.22	0.418492													
6961.74	0.440534													
6967.27	0.431205													
6972.79	0.414809													
6978.32	0.407248													
6983.84	0.425886													
6989.36	0.447353													
6994.89	0.40971													
7000.41	0.422111													
7005.94	0.408924													
7011.46	0.419973													
7016.98	0.414803													
7022.51	0.396401													
7028.03	0.411184													
7033.56	0.409625													
7039.08	0.398901													
7044.6	0.4099													
7050.13	0.404736													
7055.65	0.396234													
7061.18	0.405664													
7066.7	0.394084													
7072.22	0.396373													
7077.75	0.431017													
7083.27	0.411081													
7088.8	0.39759													
7094.32	0.407483													
7099.84	0.405709													
7105.37	0.383568													
7110.89	0.390891													
7116.42	0.401697													
7121.94	0.404234													
7127.46	0.423031													
7132.99	0.398949													
7138.51	0.407232													
7144.03	0.439883													
7149.56	0.438773													
7155.08	0.400893													
7160.61	0.358054													
7166.13	0.390449													
7171.65	0.384493													
7177.18	0.418978													
7182.7	0.418371													
7188.23	0.394203													
7193.75	0.378206													
7199.27	0.369468													
7204.8	0.363361													
7210.32	0.367482													
7215.85	0.386093													
7221.37	0.379023													
7226.89	0.397004													
7232.42	0.409166													
7237.94	0.397331													
7243.47	0.348181													
7248.99	0.375024													
7254.51	0.361002													
7260.04	0.390898													
7265.56	0.373649													
7271.09	0.364703													
7276.61	0.378419													
7282.13	0.387214													
7287.66	0.361906													
7293.18	0.369298													
7298.71	0.376055													
7304.23	0.353029													
7309.75	0.367897													
7315.28	0.363004													
7320.8	0.34396													
7326.32	0.38656													
7331.85	0.383756													
7337.37	0.355964													
7342.9	0.352009													
7348.42	0.360457													
7353.94	0.379403													
7359.47	0.384804													
7364.99	0.369934													
7370.52	0.352621													
7376.04	0.36111													
7381.56	0.362136													
7387.09	0.340797													
7392.61	0.366332													
7398.14	0.384408													
7403.66	0.398578													
7409.18	0.339398													
7414.71	0.346203													
7420.23	0.363749													
7425.76	0.402303													
7431.28	0.383015													
7436.8	0.362061													
7442.33	0.367098													
7447.85	0.360083													
7453.38	0.348263													
7458.9	0.33316													
7464.42	0.353392													
7469.95	0.363187													
7475.47	0.331648													
7481	0.325071													
7486.52	0.325422													
7492.04	0.341274													
7497.57	0.352215													
7503.09	0.363826													
7508.61	0.361878													
7514.14	0.353804													
7519.66	0.35668													
7525.19	0.345214													
7530.71	0.35857													
7536.23	0.3688													
7541.76	0.320107													
7547.28	0.32215													
7552.81	0.344045													
7558.33	0.344211													
7563.85	0.325996													
7569.38	0.32643													
7574.9	0.291324													
7580.43	0.309672													
7585.95	0.34096													
7591.47	0.313259													
7597	0.272009													
7602.52	0.168291													
7608.05	0.0981537													
7613.57	0.0866639													
7619.09	0.111155													
7624.62	0.170629													
7630.14	0.181266													
7635.67	0.164122													
7641.19	0.162413													
7646.71	0.152288													
7652.24	0.204333													
7657.76	0.220408													
7663.29	0.232797													
7668.81	0.28958													
7674.33	0.302144													
7679.86	0.284347													
7685.38	0.310477													
7690.9	0.348146													
7696.43	0.353586													
7701.95	0.296258													
7707.48	0.329959													
7713	0.352476													
7718.52	0.296565													
7724.05	0.274447													
7729.57	0.321406													
7735.1	0.311488													
7740.62	0.340914													
7746.14	0.332595													
7751.67	0.321543													
7757.19	0.294979													
7762.72	0.299066													
7768.24	0.306495													
7773.76	0.292839													
7779.29	0.2747													
7784.81	0.29023													
7790.34	0.322933													
7795.86	0.32287													
7801.38	0.311616													
7806.91	0.308134													
7812.43	0.258796													
7817.96	0.303264													
7823.48	0.281914													
7829	0.326035													
7834.53	0.322534													
7840.05	0.315783													
7845.58	0.344637													
7851.1	0.264671													
7856.62	0.276489													
7862.15	0.287904													
7867.67	0.286146													
7873.19	0.298446													
7878.72	0.32619													
7884.24	0.299596													
7889.77	0.241296													
7895.29	0.280178													
7900.81	0.312113													
7906.34	0.303741													
7911.86	0.318348													
7917.39	0.276852													
7922.91	0.276119													
7928.43	0.281185													
7933.96	0.267838													
7939.48	0.307306													
7945.01	0.313289													
7950.53	0.29366													
7956.05	0.256741													
7961.58	0.269412													
7967.1	0.298174													
7972.63	0.315155													
7978.15	0.265956													
7983.67	0.263501													
7989.2	0.25958													
7994.72	0.244826													
8000.25	0.241728													
8005.77	0.294121													
8011.29	0.305711													
8016.82	0.282863													
8022.34	0.325048													
8027.87	0.299126													
8033.39	0.277123													
8038.91	0.269327													
8044.44	0.297073													
8049.96	0.299388													
8055.48	0.268806													
8061.01	0.269634													
8066.53	0.240545													
8072.06	0.216053													
8077.58	0.279712													
8083.1	0.276641													
8088.63	0.275095													
8094.15	0.3099													
8099.68	0.269814													
8105.2	0.29731													
8110.72	0.278246													
8116.25	0.293883													
8121.77	0.277531													
8127.3	0.29023													
8132.82	0.25325													
8138.34	0.259547													
8143.87	0.265056													
8149.39	0.275622													
8154.92	0.265805													
8160.44	0.243624													
8165.96	0.271755													
8171.49	0.240278													
8177.01	0.225893													
8182.54	0.253256													
8188.06	0.272495													
8193.58	0.282835													
8199.11	0.287433													
8204.63	0.25746													
8210.16	0.219943													
8215.68	0.265848													
8221.2	0.291793													
8226.73	0.282531													
8232.25	0.249726													
8237.78	0.246306													
8243.3	0.263889													
8248.82	0.252899													
8254.35	0.241136													
8259.87	0.241597													
8265.39	0.27558													
8270.92	0.239453													
8276.44	0.265959													
8281.97	0.263258													
8287.49	0.215706													
8293.01	0.246418													
8298.54	0.255934													
8304.06	0.27024													
8309.59	0.203967													
8315.11	0.216466													
8320.63	0.207548													
8326.16	0.222348													
8331.68	0.248086													
8337.21	0.269889													
8342.73	0.289882													
8348.25	0.263314													
8353.78	0.259343													
8359.3	0.240818													
8364.83	0.216848													
8370.35	0.215512													
8375.87	0.269027													
8381.4	0.260226													
8386.92	0.240838													
8392.45	0.259931													
8397.97	0.209499													
8403.49	0.243488													
8409.02	0.220878													
8414.54	0.253853													
8420.07	0.223824													
8425.59	0.230189													
8431.11	0.211855													
8436.64	0.193294													
8442.16	0.263901													
8447.68	0.261384													
8453.21	0.212605													
8458.73	0.248291													
8464.26	0.228288													
8469.78	0.214299													
8475.3	0.214251													
8480.83	0.257983													
8486.35	0.250377													
8491.88	0.247079													
8497.4	0.274365													
8502.92	0.244654													
8508.45	0.202005													
8513.97	0.208407													
8519.5	0.226168													
8525.02	0.25967													
8530.54	0.246583													
8536.07	0.219232													
8541.59	0.212906													
8547.12	0.24786													
8552.64	0.240793													
8558.16	0.227275													
8563.69	0.245044													
8569.21	0.211085													
8574.74	0.176238													
8580.26	0.219162													
8585.78	0.228773													
8591.31	0.240462													
8596.83	0.245515													
8602.36	0.223707													
8607.88	0.2227													
8613.4	0.237389													
8618.93	0.223368													
8624.45	0.233606													
8629.97	0.25019													
8635.5	0.252246													
8641.02	0.239806													
8646.55	0.224535													
8652.07	0.218254													
8657.59	0.19173													
8663.12	0.186096													
8668.64	0.209383													
8674.17	0.174876													
8679.69	0.226692													
8685.21	0.240118													
8690.74	0.198903													
8696.26	0.179254													
8701.79	0.214788													
8707.31	0.226756													
8712.83	0.23731													
8718.36	0.200988													
8723.88	0.291223													
8729.41	0.205763													
8734.93	0.189361													
8740.45	0.200492													
8745.98	0.206885													
8751.5	0.228502													
8757.03	0.232777													
8762.55	0.201291													
8768.07	0.21351													
8773.6	0.217172													
8779.12	0.191333													
8784.65	0.188602													
8790.17	0.207629													
8795.69	0.228469													
8801.22	0.240302													
8806.74	0.235594													
8812.26	0.218189													
8817.79	0.233907													
8823.31	0.263104													
8828.84	0.220318													
8834.36	0.229702													
8839.88	0.212938													
8845.41	0.142338													
8850.93	0.198338													
8856.46	0.182557													
8861.98	0.263718													
8867.5	0.230894													
8873.03	0.143288													
8878.55	0.150234													
8884.08	0.175402													
8889.6	0.155639													
8895.12	0.193155													
8900.65	0.222294													
8906.17	0.198323													
8911.7	0.250131													
8917.22	0.166766													
8922.74	0.163775													
8928.27	0.152492													
8933.79	0.158311													
8939.32	0.214462													
8944.84	0.227826													
8950.36	0.197671													
8955.89	0.147384													
8961.41	0.194964													
8966.94	0.143103													
8972.46	0.1654													
8977.98	0.163713													
8983.51	0.167586													
8989.03	0.188055													
8994.55	0.18186													
9000.08	0.20499													
9005.6	0.197018													
9011.13	0.167539													
9016.65	0.129745													
9022.17	0.198031													
9027.7	0.218987													
9033.22	0.159023													
9038.75	0.137235													
9044.27	0.189576													
9049.79	0.145728													
9055.32	0.150563													
9060.84	0.200164													
9066.37	0.181371													
9071.89	0.19126													
9077.41	0.195563													
9082.94	0.226908													
9088.46	0.139631													
9093.99	0.177905													
9099.51	0.199672													
9105.03	0.261186													
9110.56	0.23613													
9116.08	0.183052													
9121.61	0.185225													
9127.13	0.212116													
9132.65	0.221444													
9138.18	0.179216													
9143.7	0.124523													
9149.23	0.150758													
9154.75	0.183406													
9160.27	0.208023													
9165.8	0.164695													
9171.32	0.193898													
9176.84	0.224625													
9182.37	0.168936													
9187.89	0.179007													
9193.42	0.209383													
9198.94	0.169605													
9204.46	0.194127													
9209.99	0.17924													
9215.51	0.165203													
9221.04	0.181878													
9226.56	0.137665													
9232.08	0.134429													
9237.61	0.144653													
9243.13	0.141027													
9248.66	0.136636													
9254.18	0.130992													
9259.7	0.125918													
9265.23	0.119251													
9270.75	0.114165													
9276.28	0.108911													
9281.8	0.103714													
9287.32	0.0986298													
9292.85	0.0937184													
